job_posting_id,category,corporation,deadline,education,employmenttype,keyword,location,title,workexperience
1036,RND,유진토건(주),채용시,학력무관,정규직,토목·조경·도시·측량,"경기 외","토목시공기술자(신입 및 경력)채용",경력무관
1037,RND,코웨포서비스(주),"~05.25 (일)",학력무관,정규직,"일반사무·사무지원, 인사·채용·인재개발(HRM·HRD), 경비·보안·경호, 기계·금속·재료, 기계·금속기능,","충남 태안군 외","2025년 제4차 채용",경력무관
1038,RND,(재)드림파크문화재단,"~05.29 (목)",초대졸↑,정규직,"여행·레저, 시설·환경·안전·플랜트, 매장관리, 설치·수리·정비·A/S","인천 서구","(재)드림파크문화재단 직원 채용공고",경력무관
1039,RND,(주)다우테크놀로지,"~06.14 (토)",고졸↑,정규직,"건축·공간·CAD·CAM디자인, 기계·금속·재료","충남 천안시","금형 및 지그등 설계직원모집",경력
1040,RND,(재)차세대융합기술연구원,"~05.30 (금)",학력무관,계약직,"전자·반도체, 연구원·연구개발, 공무원·공직, 교직원, 일반사무·사무지원","경기 수원시","기간제 근로차 채용공고 제2025-4호",경력무관
1041,RND,"주식회사 대지건설",채용시,학력무관,"정규직 외","토목·조경·도시·측량, 세무·회계, 경리","서울 서초구","전국지역 토목공사 공사 및 공무 경력직 및 서울 본사 재무팀 경력직 모집합니다","경력 3년↑"
1042,RND,(재)지능형자동차부품진흥원,"24시 마감",초대졸↑,계약직,"전기·소방·설비, 기계·금속·재료","대구 달성군","지능형자동차부품진흥원 인력채용 공고",경력무관
1043,RND,한국전자기술연구원,"~06.04 (수)",초대졸↑,계약직,"보건·원무, 광학·의료장비, 약무·제약","경기 성남시","2025년 보건관리자(계약직) 공개채용 공고","경력 2년↑"
1044,RND,"한전산업개발(주) 신보령사업처","~06.04 (수)",대졸↑,계약직,공무·견적·입찰·자재,"충남 보령시","한전산업개발(주)신보령사업처 기술공무(계약직5-3직급) 채용",신입
1045,RND,"쑤저우관윈웨이 전자기술유한공사 한국지점",채용시,대졸↑,정규직,전자·반도체,"경기 화성시","반도체 설비의 Wafer 이송 장치의 제어 및 SW 개발 담당 정규직 채용","경력 5년↑"
1046,RND,(주)에이이티피,"~07.21 (월)",학력무관,정규직,"기계·금속·재료, 건축·공간·CAD·CAM디자인","강원 횡성군","AETP 기술팀 설계원 모집 (횡성)",경력무관
1047,RND,고양시덕양행신종합사회복지관,"~05.25 (일)",학력무관,정규직,"전기·소방·설비, 시설·환경·안전·플랜트","경기 고양시","정규직 시설관리직원 긴급채용 공고",경력무관
1048,RND,(주)연에너지,"~06.18 (수)",학력무관,정규직,건축·인테리어·설계,"경기 수원시","태양광 구조물 설계자 모집 / 캐드","경력 1년↑"
1049,RND,현대모비스,"~05.26 (월)",대졸↑,정규직,"연구원·연구개발, 바이오·식품공학","경기 용인시",재료개발,신입
1050,RND,(재)경기문화재단,"~06.02 (월)",학력무관,계약직,"일반사무·사무지원, 시설·환경·안전·플랜트, 교육·교재개발","경기 수원시 팔달구 외","2025년 경기문화재단 제7차 기간제 근로자 채용",경력무관
1051,RND,"kps파트너스 (주)","~05.25 (일)",학력무관,인턴,"시설·환경·안전·플랜트, 세탁·청소·방역, 경비·보안·경호","전남 나주시 외","KPS파트너스 2025년 제1차 채용형인턴 공개채용 공고",경력무관
1052,RND,코오롱제약(주),"~06.08 (일)",고졸↑,"정규직 외","경영·기획·전략, 영업관리·영업지원, 영업기획, 섬유·화학, 약무·제약,","경기 과천시 외","2025년 코오롱제약 5월 수시채용",경력무관
1053,RND,조광페인트(주),상시,학력무관,계약직,"생산관리, 생산·조립·가공·포장·검품, 섬유·화학","충북 음성군","[음성] 도료생산 직무 채용(상시)",신입
1054,RND,한국토지주택공사,"~06.19 (목)",학력무관,인턴,"일반사무·사무지원, 토목·조경·도시·측량, 건축·인테리어·설계",전국,"2025년 한국토지주택공사 신입사원(5·6급) 공채",경력무관
1055,RND,(주)마크원테크,"~06.18 (수)",학력무관,정규직,기계·금속·재료,"경기 평택시","기계 설계 제작 CAD 엔지니어 모집",경력무관
1056,RND,에스케이케미칼,"~06.01 (일)",고졸↑,계약직,"생산관리, 생산·조립·가공·포장·검품, 섬유·화학","충북 청주시","청주공장 의약품생산 계약직 채용 (신입/경력)",신입/경력(3년↓)
1057,RND,STX엔진(주),"~05.27 (화)",초대졸↑,정규직,"건설현장, 생산·조립·가공·포장·검품, 가정서비스","경남 창원시 성산구 외","2025년 상반기 현장 신입사원 채용",신입
1058,RND,"가톨릭대학교 은평성모병원","~06.01 (일)",초대졸↑,계약직,"치료·의료기사, 바이오·식품공학, 보건·원무","서울 은평구","[은평성모]핵의학팀 임상병리직 (육아휴직 대체 계약직) 모집",경력무관
1059,RND,(주)한얼알앤디,"~05.24 (토)",학력무관,정규직,"건축·인테리어·설계, 건축·공간·CAD·CAM디자인","서울 서초구 외","(주)한얼알앤디 디자인본부 설계인원 채용 공고","경력 2~10년"
1060,RND,(주)이가종합건축사사무소,"23시 마감",대졸↑,정규직,"건축·공간·CAD·CAM디자인, 건축·인테리어·설계","서울 강남구","2025년 이가그룹 BIM 경력사원 모집 공고(정규직)","경력 1년↑"
1061,RND,파르나스호텔,"~05.31 (토)",초대졸↑,정규직,"시설·환경·안전·플랜트, 건축·인테리어·설계","서울 강남구","[서울] 시설 / 건축분야 담당","경력 3년↑"
1062,RND,(주)엑사이엔씨,상시,초대졸↑,정규직,"광고·CG·시각디자인, 건축·인테리어·설계, 건설현장","서울 구로구","건설업 공사관리 / 설계직(2D, BIM) 모집",경력무관
1063,RND,(주)파리크라상,"~05.30 (금)",대졸↑,정규직,"건축·인테리어·설계, 건축·공간·CAD·CAM디자인","서울 서초구","[파리크라상] 디자인본부 글로벌인테리어 경력직 모집","경력 3년↑"
1064,RND,인하대학교,"~06.09 (월)",학력무관,계약직,"전기·소방·설비, 전기·전자·통신기능, 연구원·연구개발","인천 미추홀구","2025-1학기 인하대학교 직원 채용 공고",경력무관
1065,RND,"이엠테크(EM TECH)",채용시,고졸,정규직,"생산·조립·가공·포장·검품, 기계·금속·재료","경기 화성시",인재모집,경력무관
1066,RND,"인제대학교 일산백병원","~05.25 (일)",학력무관,계약직,"교직원, 공무원·공직, 바이오·식품공학","경기 고양시","[일산백병원] 임상연구지원센터 계약직 행정직(경력) 모집",경력무관
1067,RND,한국농어촌공사,"~06.05 (목)",학력무관,계약직,"매장관리, 설치·수리·정비·A/S , 시설·환경·안전·플랜트","전남 나주시","한국농어촌공사 수자원시설처 일반계약직(휴직 대체인력) 채용 공고",경력무관
1068,RND,"주식회사 우진알앤에스",채용시,학력무관,"정규직 외",건설현장,"경기 부천시","현장 관리자 모집(초급기술자이상)",경력
1069,RND,에스케이머티리얼즈퍼포먼스,"~05.25 (일)",석사↑,정규직,"연구원·연구개발, 기계·금속·재료",세종,"중합 연구원 모집","경력 3년↑"
1070,RND,삼광의료재단,"23시 마감",초대졸↑,계약직,"치료·의료기사, 바이오·식품공학, 보건·원무","서울 서초구","[삼광의료재단] 임상병리사(진단) 계약직 수시채용",경력무관
1071,RND,부성이엔지(주),"~06.11 (수)",학력무관,"정규직 외",시설·환경·안전·플랜트,"경기 안양시","시설물(토목) 안전점검 진단 신입/경력자 모집",경력무관
1072,RND,SK하이이엔지(주),"~05.25 (일)",고졸↑,정규직,전기·소방·설비,"경기 이천시","[신입] 배관설비/건축 유지보수 담당자 채용 공고",신입
1073,RND,(주)거성에스디,채용시,고졸↑,계약직,"전자·반도체, 시설·환경·안전·플랜트","경기 화성시 외","삼성 반도체 현장 내 안전감시자 모집 (신입 가능)",경력무관
1074,RND,(주)이둔,"~06.18 (수)",학력무관,"정규직 외","시설·환경·안전·플랜트, 건설현장, 건축·인테리어·설계","서울 도봉구 외","창동역 서울아레나 건설현장 안전감시단 모집",경력무관
1075,RND,씨제이올리브네트웍스(주),"~06.15 (일)",학력무관,정규직,"전자·반도체, 기계·금속·재료, 전기·소방·설비, 전기·전자·통신기능","서울 용산구","[경력] 생산제조설비 전기제어 SE&PM","경력 3년↑"
1076,RND,(주)에코파이,"~01.09 (금)",대졸↑,정규직,"연구원·연구개발, 시설·환경·안전·플랜트, 바이오·식품공학","경기 과천시","환경정책연구원 모집 (경력직)",경력
1077,RND,(사)에너지절약전문기업협회,채용시,대졸↑,정규직,"일반사무·사무지원, 연구원·연구개발","서울 구로구","(사)에너지절약전문기업협회 신입사원 모집 공고",신입
1078,RND,에이치엘디앤아이한라(주),상시,고졸,계약직,"부동산·주택관리, 토목·조경·도시·측량, 건축·인테리어·설계","경기 용인시 기흥구 외","[HL디앤아이한라] 삼성전자 개보수공사 담당 경력직 채용(상시)","경력 8년↑"
1079,RND,"현대건설 (주)","~05.31 (토)",학력무관,계약직,시설·환경·안전·플랜트,"서울 외","국내현장 안전관리 PJT 채용 (서울,인천,경기,울산)","경력 3년↑"
1080,RND,(주)삼보판지,"~06.11 (수)",학력무관,정규직,시설·환경·안전·플랜트,"경기 시흥시","안전관리자(산업안전관리) 정규사원 모집",경력무관
1081,RND,대상(주),"~05.25 (일)",고졸↑,정규직,"일반사무·사무지원, 경영·기획·전략, 바이오·식품공학","서울 종로구 외","대상(주) 25년 5,6월 신입/경력사원 모집",신입/경력(2년↑)
1082,RND,"DL이앤씨 주식회사","~06.30 (월)",초대졸↑,계약직,"시설·환경·안전·플랜트, 보건·원무",전국,"[DL이앤씨] 현장 안전/보건관리자 수시 채용 (Project 전문직)",경력
1083,RND,(주)이둔,"~06.18 (수)",학력무관,"정규직 외","시설·환경·안전·플랜트, 건설현장","울산 남구","울산 문수로 힐스테이트 아파트 건설현장 안전감시단 모집",경력
1084,RND,"주식회사 세이프티파트너",상시,학력무관,정규직,"전기·전자·통신기능, 기계·금속기능, 전기·소방·설비","충남 아산시","2025년 디스플레이 반도체 전장 보조 작업자 채용",경력무관
1085,RND,"주식회사 세이프티파트너",상시,학력무관,정규직,전자·반도체,"충남 아산시","2025년 디스플레이 반도체 PLC제어 [신입&경력] 채용",경력무관
1086,RND,(주)가람소방,"~06.22 (일)",초대졸,정규직,전기·소방·설비,"강원 강릉시","소방시설 점검 팀원 모집",경력무관
1087,RND,"주식회사 레이언스","~05.24 (토)",대졸,정규직,전자·반도체,"경기 화성시","[레이언스] 공정기술 엔지니어 채용","경력 3년↑"
1088,RND,성일전기,"~06.20 (금)",학력무관,"정규직 외","건설현장, 전기·소방·설비, 건축·인테리어·설계","대전 중구 외","건설현장에서 일하실분 모집합니다 초보자 환영 기숙사제공",경력무관
1089,RND,"에스케이피유코어 (주)","~06.06 (금)",고졸↑,계약직,"시설·환경·안전·플랜트, 건설현장, 운전·운항","울산 남구","R&D본부 계약직사원 채용",신입
1090,RND,(주)에스오에스안전감시단,"~06.19 (목)",학력무관,정규직,시설·환경·안전·플랜트,"경기 고양시","고양 아파트 현장 안전감시단 모집",경력무관
1091,RND,(주)동명기술공단종합건축사사무소,채용시,대졸,정규직,시설·환경·안전·플랜트,"서울 강동구","환경플랜트설계분야 경력직 채용","경력 3년↑"
1092,RND,"주식회사 큐텍",채용시,대졸↑,정규직,"연구원·연구개발, 섬유·화학, 환경·화학기능","경기 평택시","개발 연구직 신입/경력직 채용",신입/경력(1~2년)
1093,RND,(주)에코필텍,채용시,대졸↑,정규직,연구원·연구개발,"경기 화성시 외","[안산,화성]에코필텍에서 연구소 직원을 모집합니다.",경력무관
1094,RND,미르테크,"~06.03 (화)",대졸↑,정규직,"전자·반도체, 연구원·연구개발, 기계·금속·재료","경기 수원시","반도체 분석장비, 검사장비, Lapping, Application 엔지니어",경력
1095,RND,삼화전기,"23시 마감",고졸↑,정규직,"전기·소방·설비, 전기·전자·통신기능","충북 청주시","삼화전기(주) 생산직 사원 모집",경력무관
1096,RND,한국항공우주연구원,"~06.04 (수)",학력무관,인턴,"일반사무·사무지원, 시설·환경·안전·플랜트","대전 유성구","2025년도 1차 청년인턴(보훈제한경쟁) 채용",경력무관
1097,RND,(주)뷰라이팅인터내셔널,"~06.13 (금)",초대졸↑,정규직,"전기·소방·설비, 연구원·연구개발","경기 부천시","[경기 부천]경관조명 전기설계 직원 채용 - 신입/경력",경력무관
1098,RND,"주식회사 케이에스종합엔지니어링","~06.22 (일)",학력무관,정규직,"토목·조경·도시·측량, 시설·환경·안전·플랜트","경기 성남시","토목구조물 안전진단 신입 및 경력직 모집",경력무관
1099,RND,(주)지마켓,"~05.25 (일)",학력무관,계약직,시설·환경·안전·플랜트,"서울 강남구","본사 안전관리자(계약직)",신입/경력(2년↓)
1100,RND,(주)본이엔씨,채용시,학력무관,정규직,"토목·조경·도시·측량, 시설·환경·안전·플랜트, 건축·공간·CAD·CAM디자인","경기 성남시 수정구 외","2025년도 토목분야 안전진단 / CAD 신입 및 경력자 채용",경력무관
1101,RND,(주)예정이엔씨,채용시,학력무관,정규직,토목·조경·도시·측량,"서울 금천구","현장계측 신입/경력 채용공고",신입
1102,RND,샘표식품,"~06.08 (일)",학력무관,정규직,"바이오·식품공학, 식품가공·농림어업","서울 중구","[우리맛연구중심] 제품 연구개발(한식소스/FS제품/수출제품) (정규직)",경력무관
1103,RND,"주식회사 다옴디앤아이","~06.22 (일)",학력무관,정규직,건축·인테리어·설계,"서울 종로구 외","실내인테리어 공무 시공팀 충원 모집공고","경력 10년↑"
1104,RND,한솔섬유(주),채용시,대졸↑,"정규직 외","패션·잡화디자인, 섬유·화학, 해외영업","서울 송파구","한솔섬유(주) 본사 Fabric R&D팀(통합원단부) Woven Fabric 경력",신입/경력(1년↑)
1105,RND,(주)지씨셀,"~06.03 (화)",석사↑,정규직,"바이오·식품공학, 연구원·연구개발, 품질관리","경기 용인시","[GC녹십자그룹] GC셀 시험법개발 연구원 채용",신입/경력(2년↑)
1106,RND,"연세대학교 의료원","~05.29 (목)",초대졸↑,계약직,"치료·의료기사, 바이오·식품공학, 보건·원무","경기 용인시","[용인] 진단검사의학팀 휴직대체 임상병리사(계약직) 신규채용 25.5",경력무관
1107,RND,동아대병원,채용시,학력무관,계약직,"치료·의료기사, 바이오·식품공학","부산 서구","특수기능검사실(신경심리검사실) 임시직 임상심리사(출산휴가 및 육아휴직 대체) 채용 공고",경력무관
1108,RND,삼광의료재단,"23시 마감",초대졸↑,계약직,"치료·의료기사, 바이오·식품공학","대전 유성구","[삼광의료재단 중부검사센터] 임상병리사(병리) 단시간 근로 계약직 수시채용",경력무관
1109,RND,(주)세메론,채용시,학력무관,계약직,시설·환경·안전·플랜트,"경기 화성시 외","화성 도쿄일렉트론(TEL) 건설현장 안전감시단 경력자(20명) 긴급 모집",경력
1110,RND,(재)원주의료기기테크노밸리,"~05.29 (목)",학력무관,"정규직 외","경영·기획·전략, 총무·법무·특허, 기계·금속·재료","강원 원주시","2025년 제4회 신규직원 채용 공고",경력무관
1111,RND,(주)아바코,채용시,초대졸↑,정규직,시설·환경·안전·플랜트,"경북 구미시","안전관리 경력직 모집","경력 10년↑"
1112,RND,"고려대학교 안산병원","~05.25 (일)",학력무관,계약직,"치료·의료기사, 바이오·식품공학, 보건·원무","경기 안산시","[안산병원25-69] 내분비내과 계약직임상병리사 모집(휴직대체)",신입
1113,RND,"성균관대학교 의과대학 감염및종양면역학연구실","~05.26 (월)",초대졸↑,계약직,연구원·연구개발,"경기 수원시","성균관대학교 의과대학의 감염 및 종양면역학 연구실(연구원 채용)",경력무관
1114,RND,(주)단에이앤씨종합건축사사무소,"~06.23 (월)",초대졸,정규직,건축·인테리어·설계,"인천 연수구","건축설계 경력직 채용 공고",경력
1115,RND,"프라이드 안전","~05.30 (금)",학력무관,"정규직 외","시설·환경·안전·플랜트, 생산관리, 환경·화학기능","서울 마포구","서울방배 안전감시단 모집",신입
1116,RND,(주)세스코,"~05.31 (토)",고졸↑,정규직,"임원·경영분석·컨설팅, 시설·환경·안전·플랜트, 가정서비스","전북 전주시 덕진구 외","전북서부지부 서비스컨설턴트 (김제시,군산시,전주시,정읍시)",신입
1117,RND,"(주) 에이치제이중공업 건설부문","~06.15 (일)",대졸↑,계약직,시설·환경·안전·플랜트,"경남 창원시","(주)HJ중공업 원전항 정비사업 현장 품질관리","경력 4~12년"
1118,RND,"오제이씨 주식회사","~06.03 (화)",초대졸↑,정규직,"기계·금속기능, 설치·수리·정비·A/S , 공무·견적·입찰·자재","전북 완주군","[OJC(주)전주공장] 설비 공무 정규직 채용",신입
1119,RND,(주)세메론,상시,학력무관,계약직,시설·환경·안전·플랜트,"서울 강남구 외","전국건설 & 플랜트,반도체 현장 안전감시단 긴급모집",경력무관
1120,RND,환경분석연구원(주),"~06.22 (일)",고졸↑,정규직,시설·환경·안전·플랜트,"경기 성남시","실내공기질 실험/분석 신입(경력)을 모집합니다(관련학과)",경력무관
1121,RND,코오롱인더스트리(주),"~05.31 (토)",대졸↑,정규직,"영업관리·영업지원, 영업기획, 일반·법인영업, 생산관리, 운송·물류,","서울 강서구 외","2025 코오롱그룹 경력사원 5월 정기공채 [코오롱인더스트리]","경력 2년↑"
1122,RND,마천건설(주),채용시,초대졸↑,정규직,"건설현장, 공무·견적·입찰·자재, 토목·조경·도시·측량","서울 영등포구","건설회사(전문,종합)본사 공사부(사원-과장급),건설업경력자우대",경력무관
1123,RND,지역활성화센터,"~05.30 (금)",대졸↑,정규직,"토목·조경·도시·측량, 건축·공간·CAD·CAM디자인, 건축·인테리어·설계","서울 강남구","지역활성화센터 2025 하반기 정시채용",경력
1124,RND,호디자인,"~05.31 (토)",학력무관,정규직,"건축·인테리어·설계, 건설현장","부산 외","시스템에어컨 후시공 천정 도배 복원(경상)",신입
1125,RND,(재)한국먹는물안전연구원,"~06.22 (일)",초대졸↑,정규직,시설·환경·안전·플랜트,"인천 서구","환경분야 수처리제 및 수질 분석업무",경력무관
1126,RND,(주)인스그린,"~06.21 (토)",초대졸↑,정규직,"공무·견적·입찰·자재, 시설·환경·안전·플랜트, 건축·공간·CAD·CAM디자인","경기 하남시","(주)인스그린 환경에너지사업본부 채용(수질환경기사필수)",경력무관
1127,RND,HS화성(주),"~06.29 (일)",초대졸↑,계약직,"품질관리, 건축·인테리어·설계, 건설현장","경기 시흥시","시화 MTV FC 현장 채용(건축시공, 품질관리자) 공고",경력무관
1128,RND,경동제약(주),"~05.26 (월)",고졸↑,"정규직 외","생산관리, 생산·조립·가공·포장·검품, 섬유·화학, 시설·환경·안전·플랜트, 약무·제약","경기 화성시","경동제약 2025년 2차 공개채용",경력무관
1129,RND,인천광역시체육회,"~05.27 (화)",학력무관,계약직,"교직원, 보습·입시강사, 시설·환경·안전·플랜트","인천 미추홀구","인천광역시체육회 기간제(대체)근로자 채용",경력무관
1130,RND,(주)세스코,"~05.31 (토)",고졸↑,정규직,"임원·경영분석·컨설팅, 시설·환경·안전·플랜트, 가정서비스","부산 부산진구 외","부산서부지부 서비스컨설턴트 (강서구,사상구)",신입
1131,RND,(주)세스코,"~05.31 (토)",고졸↑,정규직,"임원·경영분석·컨설팅, 시설·환경·안전·플랜트, 가정서비스","제주 서귀포시 외","제주서부지부 서비스컨설턴트",신입
1132,RND,(주)경보제약,"~05.25 (일)",초대졸↑,"정규직 외","생산관리, 섬유·화학, 영업관리·영업지원","충남 아산시 외","경보제약 각 부서 신입/경력 채용(5.14~5.25)",경력무관
1133,RND,베올리아산업개발코리아,"~06.20 (금)",학력무관,정규직,"설치·수리·정비·A/S , 전기·소방·설비","서울 동작구","중앙대병원 방재기사 모집 (주-야-비-비)",경력무관
1134,RND,샘표식품,"~06.08 (일)",대졸↑,정규직,시설·환경·안전·플랜트,"경기 이천시","[생산본부] 안전관리자(이천, 정규직)",경력무관
1135,RND,"GE OWS Korea","~07.13 (일)",대졸,정규직,원자력·우주·조선·철강,"경기 김포시","생산리더를 채용합니다","경력 5~10년"
1136,RND,(주)이둔,"~06.15 (일)",학력무관,"정규직 외","시설·환경·안전·플랜트, 건설현장, 인사·채용·인재개발(HRM·HRD)","서울 송파구 외","본사정직 현장직원관리업무 및 채용관리업무 담당자 채용(신입,경력)",경력무관
1137,RND,부민통신(주),"~07.22 (화)",학력무관,정규직,시설·환경·안전·플랜트,"경기 수원시","전송사업부 KT안전관리자 경력사원 모집",경력
1138,RND,(주)녹십자이엠,"~05.25 (일)",고졸↑,계약직,전기·소방·설비,"경기 용인시","[GC녹십자EM] 전기설비 유지보수직(Labs. 공무팀)",신입/경력(1~2년)
1139,RND,"HL홀딩스 주식회사","~05.25 (일)",대졸↑,정규직,시설·환경·안전·플랜트,"서울 송파구","[HL홀딩스] 안전관리자 경력 채용","경력 3년↑"
1140,RND,(주)해성유앤아이,"~06.22 (일)",고졸↑,계약직,"설치·수리·정비·A/S , 전기·소방·설비","인천 서구","국제성모병원 시설관리직 소방파트 팀원 모집",경력무관
1141,RND,(주)청조이엔씨,"~06.22 (일)",고졸,계약직,시설·환경·안전·플랜트,"서울 영등포구 외","영등포 건설현장 안전감시단 모집(팀장)","경력 5년↑"
1142,RND,(주)태창이앤아이,"~06.06 (금)",고졸↑,정규직,"전기·소방·설비, 전자·반도체, 전기·전자·통신기능","경기 수원시 영통구 외","자동제어 전장판넬 제작설치 신입/경력사원 모집","경력 3년↑"
1143,RND,(주)태창이앤아이,"~06.06 (금)",초대졸↑,정규직,"전자·반도체, 전기·소방·설비, 전기·전자·통신기능","경기 수원시","[반도체 장비] 전기 계장 설계 신입/경력사원 모집",신입/경력(2년↑)
1144,RND,"주식회사 네토그린",상시,학력무관,"계약직 외","식품가공·농림어업, 바이오·식품공학","경기 화성시 외","스마트농업 인턴 모집",경력무관
1145,RND,"고려공업검사 (주)","~09.09 (화)",초대졸↑,정규직,시설·환경·안전·플랜트,"인천 서구","비파괴검사 Tank 개방검사 /품질관리자 모집",경력
1146,RND,이원엔지니어링(주),"~06.16 (월)",고졸↑,정규직,"기계·금속·재료, 시설·환경·안전·플랜트, 건설현장","경남 창원시","이원엔지니어링(주) 에서 같이 근무하실 인재를 모십니다.",경력무관
1147,RND,"학교법인 가톨릭학원의정부성모병원","~06.25 (수)",초대졸↑,계약직,전기·소방·설비,"경기 의정부시","공조냉동 신입/경력 채용",경력무관
1148,RND,부여템프콘(주),"~06.21 (토)",학력무관,"정규직 외","건축·인테리어·설계, 전기·소방·설비","경기 화성시","전기분야, 콘트롤 판넬제작 유경험자 구인합니다",경력
1149,RND,샘표식품,"~06.08 (일)",초대졸↑,계약직,"생산관리, 전자·반도체, 연구원·연구개발","경기 이천시","[생산본부] 공정분석(이천, 계약직)",경력무관
1150,RND,유림특수화학(주),"~06.30 (월)",초대졸↑,정규직,"섬유·화학, 연구원·연구개발, 품질관리","경기 화성시","기술연구소 연구원 모집",경력무관
1151,RND,(주)울림기업,상시,학력무관,정규직,"기계·금속기능, 설치·수리·정비·A/S , 전자·반도체","충남 아산시 외","삼성 SDI 1차 협력 / 천안 아산 삼성내근무 / 반도체 설비 부품교체 및 유지보수 사원모집 [신입가능]",경력무관
1152,RND,샘표식품,"~06.08 (일)",석사↑,정규직,"바이오·식품공학, 연구원·연구개발","충북 청주시","[오송연구소] 미생물 발효소재 연구(정규직)",경력무관
1153,RND,한국환경보전원,"~05.30 (금)",학력무관,계약직,시설·환경·안전·플랜트,"서울 성동구","한국환경보전원 환경기술지원처 측정조사팀 기간제직원 채용",경력무관
1154,RND,해성종합건설(주),상시,초대졸↑,정규직,"토목·조경·도시·측량, 건설현장",충북,"[현장직] 토목시공 경력자 채용","경력 10년↑"
1155,RND,근로복지공단,"~05.26 (월)",학력무관,정규직,"생산관리, 시설·환경·안전·플랜트, 설치·수리·정비·A/S","대전 대덕구","[근로복지공단] 기술기능직(기술 환경관리) 채용공고",경력무관
1156,RND,(재)자동차융합기술원,"~05.30 (금)",학력무관,계약직,"매장관리, 경비·보안·경호, 연구원·연구개발","전북 군산시 외","2025년 (재)자동차융합기술원 상반기 2차 직원 채용 공고",경력무관
1157,RND,(주)고덴샤(弘電社),"~06.20 (금)",초대졸↑,정규직,"전기·소방·설비, 건설현장",일본,"[일본 현지 취업] 대기업 미쓰비시 그룹사 - 전기설비 시공관리직 모집",경력무관
1158,RND,에스엠이엔지(주),"~05.31 (토)",학력무관,정규직,전기·소방·설비,"서울 성북구","소방시설 안전관리 담당자를 모집합니다(대학상주)",경력무관
1159,RND,에스엠이엔지(주),"~05.31 (토)",고졸↑,정규직,전기·소방·설비,"서울 영등포구 외","소방시설 공사 담당자(보조)모집공고",신입
1160,RND,에스엠이엔지(주),"~05.31 (토)",학력무관,정규직,전기·소방·설비,"서울 성북구","소방시설 안전관리자 모집(대학상주)",경력무관
1161,RND,"(주) 케이씨이이앤씨","~05.31 (토)",학력무관,정규직,"토목·조경·도시·측량, 공무·견적·입찰·자재","서울 서초구","토목(초급기술자)이상 현장대리인 출장업무 가능한 분 모집",경력
1162,RND,"에스케이키파운드리 주식회사",상시,석사↑,정규직,"전자·반도체, 기술영업, 일반사무·사무지원","충북 청주시","SK키파운드리 전력반도체 신뢰성(석사/박사) 분야 채용 공고",경력
1163,RND,청노건설(주),"~06.27 (금)",초대졸,정규직,"건설현장, 시설·환경·안전·플랜트","서울 영등포구 외","[신입/경력] 건설현장관리 채용",신입/경력(5년↑)
1164,RND,(주)티엔에이치코리아,상시,대졸↑,정규직,토목·조경·도시·측량,"경기 안양시","토목안전진단 채용공고(신입/경력)",경력무관
1165,RND,한국환경보전원,"~05.26 (월)",학력무관,계약직,시설·환경·안전·플랜트,"서울 성동구","한국환경보전원 환경기술지원처 기간제 직원 채용",경력무관
1166,RND,(주)청조이엔씨,"~06.18 (수)",고졸,계약직,시설·환경·안전·플랜트,"울산 울주군 외","울산 건설현장 안전감시단 모집","경력 1년↑"
1167,RND,해성종합건설(주),상시,초대졸↑,정규직,시설·환경·안전·플랜트,"충북 청주시","[현장직] 토목 안전관리자 채용","경력 10년↑"
1168,RND,현대제철(주),"~06.01 (일)",학력무관,계약직,기계·금속·재료,"인천 동구","2025년 현대제철 인천공장 기술직(계약) 채용 3차",신입
1169,RND,이스타항공,"~05.25 (일)",학력무관,인턴,"호텔·숙박, 여행·레저, 원자력·우주·조선·철강","서울 강서구","[이스타항공] 2025년 2차 객실승무원 공개채용",신입
1170,RND,한국기술안전주식회사,"~05.28 (수)",고졸↑,정규직,"시설·환경·안전·플랜트, 전기·소방·설비","서울 동대문구","[한국기술안전(주)] 전기안전관리자/산업안전관리자 경력직원 모집","경력 1년↑"
1171,RND,에너원테크놀로지(주),"~06.12 (목)",대졸↑,정규직,"시설·환경·안전·플랜트, 설치·수리·정비·A/S , 전기·전자·통신기능","서울 강남구","서비스 엔지니어 채용 (Field Service Technician) 서울1명",경력
1172,RND,부산광역시의료원,"~06.02 (월)",학력무관,계약직,토목·조경·도시·측량,"부산 연제구","토목기사(기간제) 모집",경력무관
1173,RND,한신공영(주),상시,학력무관,계약직,"토목·조경·도시·측량, 건설현장","경북 영천시 외","토목현장 프로젝트계약직 모집공고",경력무관
1174,RND,(주)포스코에이앤씨건축사사무소,상시,학력무관,계약직,"시설·환경·안전·플랜트, 건설현장","전남 광양시","[광양] 25년 2분기 플랜트 건설사업관리 분야별 기술자(계약직, 경력) 모집",경력
1175,RND,"(주) 케이씨이이앤씨",채용시,학력무관,정규직,"건설현장, 토목·조경·도시·측량",서울,"토목고급기술자 (현장상주) 공사진행","경력 5~10년"
1176,RND,"주식회사 물꼬방재기술","~05.30 (금)",석사↑,정규직,"전기·소방·설비, 기계·금속·재료","서울 금천구",(기업부설연구소)연구소장,경력무관
1177,RND,"주식회사 디알비동일","~06.01 (일)",학력무관,정규직,"기계·금속·재료, 전자·반도체","부산 금정구 외","[DRB오토메이션]2025년 신입 · 경력사원 공개채용",경력무관
